Year,CM,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,TOTAL
1991,17.5,79052.19991,3345.11429,9191.508075,799.6510353,0,0,,183.7969653,0,2433.59402,9971.263157,9530.086819,114507.2143
1992,17.5,0,16709.43589,12513.76783,5352.541961,148.4003635,0,0,0,357.490061,243.2629406,1546.415426,9271.746746,46143.06122
1993,17.5,0,2359.916586,2545.3808,5943.963019,1836.592045,0,1962.681579,0,428.8603821,0,16087.73294,19642.78822,50807.91557
1994,17.5,0,0,101143.9576,45726.01438,0,8468.675473,0,8698.615768,2824.825009,2651.679917,7323.79495,0,176837.5631
1995,17.5,38776.08057,2680.864818,1417.009876,1306.136162,1279.485444,446.3388568,140.7804867,11.27738326,893.7509256,14091.85384,0,29491.2857,90534.86406
1996,17.5,55117.29517,20791.41179,6154.406243,4045.020946,2431.656954,3593.682763,4898.237513,0,0,0,0,0,97031.71139
1997,17.5,38658.10861,6649.237255,22107.68423,7178.064144,10539.03826,8444.786084,1426.428759,704.1085989,2792.021079,2616.945046,635.2386794,,101751.6607
1998,17.5,3714.563855,2209.836334,0,0,534.2529862,5463.385846,2421.151785,1579.36138,1124.55518,0,0,0,17047.10737
1999,17.5,1795.236058,5604.766972,22976.34249,48667.41295,39881.61358,3119.716106,2546.718199,79.97686254,3093.149504,8912.912415,14288.63406,968.8997226,151935.3789
2000,17.5,0,72343.7749,44280.22773,71866.41662,18822.56652,1070.970849,606.8234425,,3171.06395,0,1560.819923,0,213722.6639
2001,17.5,0,0,0,0,0,0,,,0,0,0,,0
2002,17.5,0,0,0,0,0,0,0,,0,,,,0
2003,17.5,0,0,0,0,0,0,0,,0,0,0,0,0
2004,17.5,,1936.383293,6541.075901,7957.765078,4670.702106,3263.931412,0,,5289.68592,808.6057798,437.6235258,362.7318344,31268.50485
2005,17.5,,25368.55351,6487.640131,23902.50068,6705.75092,1684.465428,1090.989605,,6225.339396,3144.595286,,,74609.83496
2006,17.5,,2061.346789,32033.3783,67169.14558,1437.681413,0,0,,17182.83588,15302.12968,5480.759888,1184.49191,141851.7694
2007,17.5,,23289.77564,54778.81445,74489.41327,8216.332602,0,0,,7963.66687,22540.88663,11405.67321,0,202684.5627
2008,17.5,,5234.182224,43953.76293,46476.97477,18134.30738,10852.86654,6152.665715,,,17706.76246,13192.54946,4569.905456,166273.9769
2009,17.5,,0,1454.874615,0,17148.22919,2181.049732,4290.409665,1177.734333,0,30108.67591,3280.227841,1198.369744,60839.57103
2010,17.5,,0,0,2216.224565,0,951.0398625,0,913.7274193,0,1623.878572,4882.633353,0,10587.50377
2011,17.5,,0,0,2793.594034,0,0,461.6818354,0,0,0,0,0,3255.27587
2012,17.5,,0,0,4853.87904,0,0,0,0,0,238.4628453,693.0493221,2784.260378,8569.651586
2013,17.5,,0,0,222.0881311,0,0,0,,,0,0,0,222.0881311
2014,17.5,,240.3642041,0,24885.94517,2325.224783,0,385.0505656,0,0,0,239.8052064,558.8947983,28635.28473
2015,17.5,0.0897516,219.5529363,1381.345163,10330.26867,7443.636864,0,590.4058372,0,0,138.6445782,4759.928851,778.8088265,25642.68148
2016,17.5,0.174441551,816.9679607,114736.9751,23281.19504,28458.59216,21373.41488,2183.587862,1.262326373,3.233560417,281.5989243,2875.590822,225.5040268,194238.0972
2017,17.5,,99.49830861,25462.82827,5114.094514,5843.683008,1549.26068,556.2094273,0,0,911.364175,17699.91583,12931.67853,70168.53274
2018,17.5,0,215.1124565,20812.01281,12763.24744,3562.556546,4051.613725,,,,,,,41404.54297
1991,18,57971.61327,0,2297.877019,0,0,0,,0,0,2169.07293,5982.757894,13342.12155,81763.44266
1992,18,1635.535548,2227.924786,4171.255942,5352.541961,296.8007269,0,0,0,0,81.08764687,562.3328823,7947.211496,22274.69099
1993,18,0,0,509.0761599,3714.976887,459.1480113,0,981.3407894,228.0070694,321.6452866,276.6415871,0,15109.83709,21600.67288
1994,18,0,0,83295.02393,31656.47149,0,6049.053909,0,3866.051453,1412.412504,4419.466528,3255.019978,1490.14614,135443.6459
1995,18,5057.749639,0,157.4455418,0,319.871361,148.7796189,0,0,148.9584876,7251.148095,0,9575.092759,22659.0455
1996,18,16210.96917,20791.41179,3077.203121,1348.340315,4863.313908,479.1577017,1804.613821,0,0,0,0,0,48575.00983
1997,18,18408.62315,1662.309314,13817.30264,1305.102572,6775.096024,5885.759998,509.4388423,0,1675.212648,628.0668109,725.9870621,,51392.89906
1998,18,371.4563855,1104.918167,0,0,0,2341.451077,0,0,1686.83277,0,0,0,5504.658399
1999,18,0,0,6564.669283,7209.987104,7037.931808,0,0,28.56316519,1546.574752,2430.794295,4148.313113,0,28966.83352
2000,18,0,38755.5937,14760.07591,34774.07256,7925.291168,0,0,,704.6808779,0,0,0,96919.71421
2001,18,0,0,0,0,0,0,,,0,0,0,,0
2002,18,0,0,0,0,0,0,0,,0,,,,0
2003,18,0,0,0,0,0,0,0,,0,0,0,0,0
2004,18,,0,2180.358634,0,1556.900702,0,0,,459.9726887,0,0,0,4197.232024
2005,18,,7610.566053,1621.910033,5624.117808,0,0,0,,2361.335633,0,,,17217.92953
2006,18,,0,11088.4771,22389.71519,2875.362827,0,0,,3617.439133,2894.997508,685.0949861,0,43551.08675
2007,18,,4990.666208,17670.58531,29069.03932,3521.285401,0,0,,468.4509924,2817.610829,2172.509184,0,60710.14725
2008,18,,5234.182224,23758.79077,10893.04096,788.4481472,3014.685151,2153.433,,,5182.467061,7942.453248,1713.714546,60681.21511
2009,18,,0,0,0,1429.0191,727.0165775,858.081933,392.5781111,0,5018.112651,656.0455682,0,9080.85394
2010,18,,0,0,0,2317.649534,317.0132875,0,0,0,0,513.9614056,0,3148.624227
2011,18,,0,0,0,0,0,923.3636708,0,0,0,0,0,923.3636708
2012,18,,0,0,4044.8992,0,0,0,0,0,0,0,309.3622643,4354.261464
2013,18,,0,0,0,0,0,0,,,0,0,0,0
2014,18,,0,0,12983.97139,1641.335141,0,0,0,0.031314624,952.730287,239.8052064,279.4473991,16097.32074
2015,18,0.0299172,0,753.460998,6886.84578,4342.121504,0,0,0,0,554.5783128,1442.402682,4672.852959,18652.29215
2016,18,0.121350644,81.69679607,82220.42348,11529.0263,25814.89781,18283.28261,503.9048912,0.459027772,2.092303799,281.5989243,410.7986888,225.5040268,139353.8062
2017,18,,0,10216.5669,2105.803624,3339.247433,663.968863,139.0523568,0,0,607.5761166,5677.331491,5636.885515,28386.4323
2018,18,0,0,16271.21001,8148.287911,647.7375538,3472.811764,,,,,,,28540.04724
1991,18.5,55336.53994,3345.11429,4595.754038,799.6510353,0,0,,0,0,1692.93497,6425.925146,7624.069455,79819.98887
1992,18.5,0,1113.962393,2085.627971,1784.180654,0,0,0,0,0,0,140.5832206,0,5124.354238
1993,18.5,0,0,0,742.9953774,0,0,0,0,0,0,0,1510.983709,2253.979086
1994,18.5,0,0,47597.15653,19345.62147,0,6049.053909,0,966.5128631,470.8041681,3535.573223,0,0,77964.72216
1995,18.5,10115.49928,0,0,130.6136162,0,0,140.7804867,0,0,0,76.25366882,1915.018552,12378.1656
1996,18.5,0,2079.141179,0,0,0,479.1577017,773.4059231,0,0,0,0,0,3331.704804
1997,18.5,7363.449259,831.1546569,0,1305.102572,3763.942235,2559.026086,101.8877685,234.7028663,279.2021079,0,90.74838277,,16529.21593
1998,18.5,371.4563855,552.4590834,0,0,0,0,0,0,0,0,0,0,923.915469
1999,18.5,0,0,0,1802.496776,0,0,0,0,386.643688,4051.323825,1382.771038,0,7623.235327
2000,18.5,0,15502.23748,19680.10121,9273.086016,2971.984188,0,0,,0,0,1560.819923,0,48988.22882
2001,18.5,0,0,0,0,0,0,,,0,0,0,,0
2002,18.5,0,0,0,0,0,0,0,,0,,,,0
2003,18.5,0,0,0,0,0,0,0,,0,0,0,0,0
2004,18.5,,0,0,0,0,0,0,,0,0,0,0,0
2005,18.5,,2536.855351,0,0,0,0,0,,0,0,,,2536.855351
2006,18.5,,0,0,1865.809599,0,0,0,,904.3597832,413.5710725,342.547493,0,3526.287948
2007,18.5,,415.8888507,0,1816.814958,0,0,0,,0,256.146439,181.042432,0,2669.892679
2008,18.5,,0,5939.697693,6535.824577,1576.896294,0,307.6332858,,,215.9361276,269.2357033,0,14845.22368
2009,18.5,,0,0,0,0,0,0,0,0,0,328.0227841,0,328.0227841
2010,18.5,,0,0,0,0,317.0132875,0,0,0,0,0,0,317.0132875
2011,18.5,,0,0,0,0,0,0,0,0,0,0,0,0
2012,18.5,,0,0,0,0,0,0,0,0,0,0,0,0
2013,18.5,,0,0,0,0,0,0,,,0,0,0,0
2014,18.5,,0,0,2704.994041,273.5558568,0,0,0,0,0,239.8052064,104.7927747,3323.147878
2015,18.5,0,0,0,3130.384445,2791.363824,0,0,0,0,0,3606.006705,0,9527.754974
2016,18.5,0.011376623,0,23535.78977,4090.944816,6998.014467,4083.389074,167.9682971,0,0.760837745,0,136.9328963,0,39013.81154
2017,18.5,,0,7230.185804,902.4872672,1192.588369,885.2918173,139.0523568,0,0,227.8410437,1669.80338,2984.233508,15231.48355
2018,18.5,0,0,2951.521816,5912.916891,323.8687769,289.4009803,,,,,,,9477.708465
1991,19,15810.43998,0,0,0,0,0,,0,0,370.3295247,2215.836257,10800.76506,29197.37083
1992,19,1635.535548,0,2085.627971,1784.180654,0,0,0,0,0,0,281.1664412,0,5786.510614
1993,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,19,0,0,23798.57827,1758.692861,0,2419.621564,0,0,470.8041681,1767.786611,0,0,30215.48347
1995,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,19,0,2079.141179,0,0,0,0,773.4059231,0,0,0,0,0,2852.547102
1997,19,1840.862315,0,0,0,0,1023.610434,0,0,0,0,0,,2864.472749
1998,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19,0,0,0,0,1981.322792,0,0,,0,0,0,0,1981.322792
2001,19,0,0,0,0,0,0,,,0,0,0,,0
2002,19,0,0,0,0,0,0,0,,0,,,,0
2003,19,0,0,0,0,0,0,0,,0,0,0,0,0
2004,19,,0,0,0,0,0,0,,0,0,0,0,0
2005,19,,0,0,0,0,0,0,,0,0,,,0
2006,19,,0,0,1865.809599,0,0,0,,0,0,0,0,1865.809599
2007,19,,0,1767.058531,0,0,0,0,,0,0,0,0,1767.058531
2008,19,,0,1187.939539,726.2027307,0,0,0,,,0,0,0,1914.142269
2009,19,,0,0,0,0,0,0,0,0,0,0,0,0
2010,19,,0,0,0,0,0,0,0,0,0,0,0,0
2011,19,,0,0,0,0,0,0,0,0,0,0,0,0
2012,19,,0,0,0,0,0,0,0,0,0,0,0,0
2013,19,,0,0,222.0881311,0,0,0,,,0,0,0,222.0881311
2014,19,,0,0,0,0,0,0,0,0.010438208,0,0,0,0.010438208
2015,19,0,0,0,1252.153778,620.303072,0,0,0,0,0,144.2402682,0,2016.697118
2016,19,0.01516883,0,6812.991776,1264.473852,2177.160056,1545.066136,0,0.114756943,0.190209436,0,0,0,11800.01196
2017,19,,0,2829.203141,601.6581782,238.5176738,0,0,0,0,75.94701458,1001.882028,994.7445026,5741.952538
2018,19,0,0,1967.681211,3172.784673,323.8687769,578.8019607,,,,,,,6043.136622
